rel_time(sec),velocity(c/s)
4.6,7.818289432079616
4.65,9.128575391724151
4.7,11.362516499014344
4.75,13.684405718997493
4.8,7.599742112248085
4.85,5.502129241816817
4.9,10.943156887580528
4.95,7.1132775688503935
5.0,9.46517460568286
5.05,11.235148907565126
5.1,6.817204771935268
5.15,6.602843456994383
5.2,9.87755297962992
5.25,13.789967370557529
5.3,9.837252430941277
5.35,8.466539272988824
5.4,10.701402154878602
5.45,11.51112950253258
5.5,18.5760993885172
5.55,20.122056451006404
5.6,8.6268792702458
5.65,5.49653812824632
5.7,11.670439889016468
5.75,10.638245997603532
5.8,16.794498862032604
5.85,15.675273180241534
5.9,1.7714288566838838
5.95,9.336783835733854
6.0,18.89728855907354
6.05,17.161007052848145
6.1,12.585834889477663
6.15,8.843647549170214
6.2,15.64724734707123
6.25,18.661526033442744
6.3,19.547841555468636
6.35,14.677631644918556
6.4,3.0986157119117728
6.45,15.524394705867511
6.5,29.58166540403282
6.55,17.596808072396687
6.6,12.362329214671586
6.65,13.451340036531588
6.7,10.570626267225103
6.75,21.03605725607083
6.8,23.743144949349077
6.85,14.52340752536455
6.9,4.593389855980881
6.95,5.287815855753434
7.0,24.949832320211243
7.05,26.127350736965465
7.1,16.333186214738
7.15,12.781789105148007
7.2,6.831348811092047
7.25,20.512754774944472
7.3,33.37801932477664
7.35,16.08918854595801
7.4,7.421538326944143
7.45,19.6933577083776
7.5,26.065815233695226
7.55,30.91843539353585
7.6,24.091611545926284
7.65,7.396844556354968
7.7,8.25765725349795
7.75,27.346342438308916
7.8,37.63476184099115
7.85,18.311011683509317
7.9,6.747703016206001
7.95,6.718900543311015
8.0,13.959824329640847
8.05,39.77169549501947
8.1,37.60891672409923
8.15,18.24881092054896
8.2,8.877084275613257
8.25,9.608213123342257
8.3,27.84843235701686
8.35,31.867219237330247
8.4,25.28456180233289
8.45,19.196541055589147
8.5,19.55107157759809
8.55,39.355631098046885
8.6,37.10742641949116
8.65,12.332829413204005
8.7,12.061625535016857
8.75,25.422292153892474
8.8,28.09700353015781
8.85,28.407062562949225
8.9,21.674688228990107
8.95,10.28925220516604
9.0,18.480526544241485
9.05,37.5264620927584
9.1,41.3750386606759
9.15,25.753494668473024
9.2,4.137408638823105
9.25,6.196965084623372
9.3,36.26357688326944
9.35,53.210514409687896
9.4,33.82811733378229
9.45,13.081236511263915
9.5,22.48872601829432
9.55,34.38050188550396
9.6,37.21502892252635
9.65,35.9124736448623
9.7,25.783968309737915
9.75,25.87056223118398
9.8,24.403182117403933
9.85,39.96298906938585
9.9,34.025055256138664
9.95,4.019845420654317
10.0,42.92374304087208
10.05,40.26090316351145
10.1,14.738131245361943
10.15,36.05676985045057
10.2,7.408720239982334
10.25,11.234958442135428
10.3,50.89478579636932
10.35,49.07255818894002
10.4,33.531431204968406
10.45,8.374541359247116
10.5,11.007031172890583
10.55,32.482074502539525
10.6,37.766869708337474
10.65,48.9795352220371
10.7,30.728788547399702
10.75,7.238683646770088
10.8,26.940379860267804
10.85,29.472667353150413
10.9,26.790254345863545
10.95,26.390522480429727
11.0,21.06445538398251
11.05,21.465858831706072
11.1,2.7445484798871576
11.15,11.104524560972138
11.2,15.845852392909975
11.25,7.296884602658463
11.3,37.01364327185104
11.35,40.04124802145481
11.4,8.874677227944144
11.45,-1.168530196485213
11.5,12.980153153692688
11.55,36.00434292194717
11.6,61.9839409650931
11.65,48.70770123220258
11.7,2.185768649889775
11.75,-8.15963663549167
11.8,12.693443992198908
11.85,40.48354708135801
11.9,44.01396654277925
11.95,28.69017254292561
12.0,-1.407492926556865
12.05,-19.58945735801383
12.1,27.088474664005226
12.15,30.12178129880782
12.2,3.499817960625687
12.25,33.454837426063115
12.3,33.97473720849541
12.35,17.86719043809299
12.4,30.507537090575884
12.45,24.31184732425893
12.5,14.246663122099829
12.55,45.067278976779086
12.6,69.485910000234
12.65,43.53153719120506
12.7,2.490820541132878
12.75,-2.511742969329436
12.8,20.003486759598605
12.85,44.25098956682054
12.9,59.98508082878172
12.95,1.77723558781618
13.0,-31.4800577617348
13.05,16.10433965609471
13.1,37.34966555824395
13.15,57.1099313722728
13.2,28.961309350675204
13.25,-17.83136959693713
13.3,-4.677903715121692
13.35,16.843165462348292
13.4,53.91900487502342
13.45,42.60646821159177
13.5,15.05178681519993
13.55,44.12686981437236
13.6,33.76928042685899
13.65,22.643430286173395
13.7,33.28091019313641
13.75,1.2322713319280254
13.8,20.8711467101624
13.85,66.97429883736605
13.9,43.63625957588834
13.95,21.63856495199613
14.0,-10.861106749095452
14.05,-15.228834115354717
14.1,54.14262389473274
14.15,73.97714637860602
14.2,32.19226486391687
14.25,-28.13413763744563
14.3,-16.657293370863393
14.35,65.87508381655617
14.4,70.09674597948633
14.45,47.88626631463349
14.5,33.46691198638832
14.55,18.16774035181673
14.6,47.01789625085596
14.65,54.08851879321716
14.7,41.86148359863292
14.75,39.23375096199029
14.8,27.85982693878788
14.85,36.8000618055576
14.9,58.69554216211806
14.95,28.760397995687555
15.0,-10.435496837308536
15.05,14.924478647935556
15.1,68.37379849700287
15.15,84.26541670052285
15.2,23.964655306455928
15.25,-6.06787625620526
15.3,23.496434129162584
15.35,48.36635948623388
15.4,92.9308174052408
15.45,76.27209123940115
15.5,21.72728687340829
15.55,8.832499520605023
15.6,31.12733734921031
15.65,78.40670711163857
15.7,73.62788531548591
15.75,45.80053654845676
15.8,20.512245844811687
15.85,24.71477988667772
15.9,70.35349383440935
15.95,46.84496018798967
16.0,14.39055393971148
16.05,37.79485536403812
16.1,58.93008064114554
16.15,65.5603757307456
16.2,39.28099111913965
16.25,3.3818704340401826
16.3,26.479011044390344
16.35,71.70087098195685
16.4,73.80598594938425
16.45,71.59318087601308
16.5,50.18267293961392
16.55,17.170514247062755
16.6,50.71900990094587
16.65,114.2272290327197
16.7,117.0286039652592
16.75,47.06008817463307
16.8,16.79292941995437
16.85,44.399570596682175
16.9,70.91243768744575
16.95,81.28808133413644
17.0,44.64245584827557
17.05,32.004694708040326
17.1,55.266026071308666
17.15,67.60984877794819
17.2,86.59354346673103
17.25,59.85429228018672
17.3,39.92024184367811
17.35,85.50484399269112
17.4,104.91491806453818
17.45,88.71967339039419
17.5,57.03588321471943
17.55,38.05855518174888
17.6,80.80985153434924
17.65,133.66171031997246
17.7,106.95593585826155
17.75,47.65460120215567
17.8,57.7347484790385
17.85,69.3860890433192
17.9,101.0070444331136
17.95,140.88597607919618
18.0,71.37105337800881
18.05,49.55919396880259
18.1,75.5741185953332
18.15,52.0627187414611
18.2,75.76038723942585
18.25,81.22663206930252
18.3,91.36449289262504
18.35,120.69161852088207
18.4,88.55409660547764
18.45,93.11477898378357
18.5,99.27928490016492
18.55,104.9667904047134
18.6,164.4821247683129
18.65,141.88781881859006
18.7,93.05043905683532
18.75,88.11607130562265
18.8,48.83313771760187
18.85,79.19317195820001
18.9,135.19478559270735
18.95,122.1985521882975
19.0,103.6462167035998
19.05,81.66017518511241
19.1,94.08764861357842
19.15,106.61080649989184
19.2,103.18031451752309
19.25,127.4991320043448
19.3,119.65423591372954
19.35,103.9050900930676
19.4,108.2658252815186
19.45,103.62853981749468
19.5,134.07126394279683
19.55,169.8607926679918
19.6,164.82342768365535
19.65,140.2631081592865
19.7,104.58578218275292
19.75,84.79911807103208
19.8,107.73721633844929
19.85,173.2973197415211
19.9,168.12677775770374
19.95,116.04348137795174
20.0,125.31462869933544
20.05,72.09221397401767
20.1,84.22585502227798
20.15,157.67500604293667
20.2,126.64868632514025
20.25,138.50495242954267
20.3,124.00314775761402
20.35,111.20323614804836
20.4,148.53788578543256
20.45,131.4756767396791
20.5,159.99700654145417
20.55,166.08618147068196
20.6,145.8244796604912
20.65,163.59859140080076
20.7,135.14552428367566
20.75,146.17678350424077
20.8,172.83442012316712
20.85,122.25601188222892
20.9,148.379642884831
20.95,154.56323327534216
21.0,59.8819875357744
21.05,115.1577716510485
21.1,164.45122914049506
21.15,151.64657176172494
21.2,201.3806035243576
21.25,139.23552710631066
21.3,124.27950651302636
21.35,162.78574497804118
21.4,132.26341108904782
21.45,178.18285860871725
21.5,200.28447074939612
21.55,197.6830388560184
21.6,169.48567472216197
21.65,137.1580551546905
21.7,184.47065636331945
21.75,151.97825822787468
21.8,138.53563246733864
21.85,156.9784848627708
21.9,130.09745400548155
21.95,134.54721039748503
22.0,114.8196221145418
22.05,161.72561813999647
22.1,185.9173138483387
22.15,142.41120858326948
22.2,174.1681821940434
22.25,162.43337622989267
22.3,155.4162516355162
22.35,175.12880164130482
22.4,162.5916629213236
22.45,165.1698269195508
22.5,145.5961186250928
22.55,152.99492677931934
22.6,149.28730763745128
22.65,139.96586560822166
22.7,193.64503373916943
22.75,173.1480325268052
22.8,141.2563069792478
22.85,186.9091028588173
22.9,190.2990443994276
22.95,146.80477188623755
23.0,126.579065103331
23.05,153.3983167550146
23.1,161.01685335951333
23.15,136.34207877741906
23.2,146.11072912769708
23.25,169.65544294674294
23.3,174.4911006428536
23.35,174.99143728276243
23.4,175.49089678386403
23.45,194.2445213553382
23.5,186.0049561153833
23.55,147.62108504972468
23.6,174.53578739922108
23.65,201.58826798132475
23.7,192.52573027392188
23.75,183.4123219089545
23.8,146.73253207951382
23.85,145.6486901540836
23.9,170.718038848542
23.95,156.94456624057693
24.0,165.6361192062291
24.05,183.4060758734363
24.1,155.95998238662267
24.15,169.24686426070113
24.2,162.10954759077984
24.25,148.08815341780877
24.3,236.9333445383016
24.35,218.43341509158697
24.4,166.1260567706318
24.45,231.84393692353495
24.5,190.0875782769945
24.55,168.9647727164832
24.6,247.5288612924896
24.65,204.7235787546288
24.7,181.1432668639877
24.75,173.02980280158823
24.8,145.35435295831442
24.85,174.68120020867912
24.9,168.0557832093942
24.95,178.69431821392544
25.0,133.4282279675196
25.05,166.9354886873112
25.1,213.2566911932011
25.15,81.27595361685317
25.2,161.00320214133322
25.25,234.70703556765343
25.3,165.77548329217493
25.35,190.98445157833797
25.4,193.84063959961864
25.45,183.84402529941173
25.5,155.27216196756055
25.55,228.2988256863509
25.6,249.04566066436735
25.65,150.6937996345883
25.7,193.2943000717988
25.75,166.05149912074668
25.8,150.93018163554152
25.85,192.9731520952137
25.9,165.55067472533017
25.95,171.67084922589555
26.0,126.81208167451057
26.05,164.19559530665995
26.1,190.9906456249703
26.15,135.9599521277604
26.2,170.2638065173971
26.25,149.86398762353488
26.3,165.17894195500412
26.35,208.9119915745576
26.4,192.63830420811476
26.45,188.02169915526733
26.5,165.76587482023427
26.55,234.20504030750104
26.6,254.89747343047887
26.65,179.47499684361978
26.7,168.0123779325788
26.75,153.11663667807392
26.8,169.55760601112357
26.85,195.4075608457364
26.9,202.61412939368805
26.95,189.3680755886269
27.0,158.97696545619098
27.05,184.1298834840731
27.1,175.0593389459592
27.15,195.17012344848985
27.2,223.95748468114004
27.25,144.19025885496006
27.3,185.0775627975256
27.35,287.5421289861674
27.4,210.92709347873853
27.45,127.09989432448651
27.5,190.8450267257909
27.55,237.3788146218516
27.6,200.2875819954312
27.65,251.35815074178325
27.7,204.5288262709809
27.75,125.96920088508764
27.8,335.28509138906884
27.85,277.79332061376647
27.9,102.01761568859324
27.95,203.7295593000158
28.0,105.06981070745964
28.05,74.28007466967118
28.1,216.3369241684699
28.15,202.4985430532838
28.2,177.04913424409514
28.25,172.0122410902495
28.3,186.5898415628108
28.35,193.1658437651917
28.4,186.3332118580416
28.45,200.09488394214617
28.5,159.13356675287028
28.55,161.20348341803984
28.6,197.49108517826895
28.65,217.6518518625639
28.7,195.4289101506585
28.75,126.11867825438934
28.8,136.2964037972541
28.85,147.40799361937846
28.9,200.3203165215739
28.95,214.2761671827361
29.0,77.11115589971541
29.05,105.52134966129414
29.1,247.22708734189231
29.15,203.71197939449948
29.2,132.61259029125225
29.25,146.57737085322333
29.3,115.59903772123056
29.35,155.31025609079597
29.4,219.97090852974563
29.45,194.4899958833157
29.5,196.6213150587836
29.55,150.71714031140218
29.6,154.64438138223986
29.65,222.4818646163293
29.7,190.3403788740294
29.75,185.0411825200135
29.8,119.30864868773604
29.85,80.404497743483
29.9,270.61272486568595
29.95,238.32174583834427
30.0,112.56016804382143
30.05,211.83996986914835
30.1,147.53330547039306
30.15,147.7405171791394
30.2,221.12574613793123
30.25,123.73094285831326
30.3,161.51875237621545
30.35,175.85518141739325
30.4,180.7975626595859
30.45,256.4999200697426
30.5,212.42837176085072
30.55,183.3864907796464
30.6,137.24729313198273
30.65,161.1123970177116
30.7,251.4056092303936
30.75,154.87651716808452
30.8,94.25859998183734
30.85,153.364323308829
30.9,132.60938661914204
30.95,113.71832690160932
31.0,145.34845758971912
31.05,110.1977683673966
31.1,112.25368036708822
31.15,198.4977996847724
31.2,151.80234088334765
31.25,128.02122004584783
31.3,185.73454109463785
31.35,106.24938565251595
31.4,126.56476524938088
31.45,254.64011378426267
31.5,225.05838302818952
31.55,162.66454924686127
31.6,185.98607125043253
31.65,213.20531404383175
31.7,224.0470840325564
31.75,221.3705171449773
31.8,147.0938912602432
31.85,147.2517673595592
31.9,233.6502867031556
31.95,220.29587328386768
32.0,160.33420206899953
32.05,104.16441884470989
32.1,168.43298569544135
32.15,245.4401414625628
32.2,206.72397849249325
32.25,234.18785655587808
32.3,177.85739606796056
32.35,161.43977319145682
32.4,232.8496014675381
32.45,230.1183025271512
32.5,287.00527103640513
32.55,217.7910449624263
32.6,191.54797701189403
32.65,324.90365900220365
32.7,318.2896903362927
32.75,254.79074411692625
32.8,219.66517007525965
32.85,254.2001736520785
32.9,299.5795331046529
32.95,250.6491433581392
33.0,177.07291045816575
33.05,173.27762567812078
33.1,250.21136668727547
33.15,295.7033777768258
33.2,257.4626798153198
33.25,190.5807916273454
33.3,247.94594309822077
33.35,336.9557505859479
33.4,249.26398623614392
33.45,237.56885300578892
33.5,301.9810917707054
33.55,216.11629679505327
33.6,210.3193144008077
33.65,316.377636249945
33.7,315.56681625880543
33.75,235.48914758540155
33.8,247.52334181098675
33.85,320.0528789292934
33.9,269.6298808385229
33.95,223.13414097335823
34.0,229.21679763417083
34.05,209.48054150634096
34.1,275.1671928148567
34.15,322.0149534404607
34.2,240.64462595452133
34.25,188.05775095006493
34.3,228.94710504469532
34.35,254.9332452050838
34.4,260.02899644936565
34.45,271.09951513807584
34.5,204.48645224932324
34.55,151.7821356227957
34.6,230.58939818790745
34.65,270.5607684621382
34.7,240.75806519434573
34.75,200.96623669852897
34.8,134.2223339699999
34.85,204.1315635534186
34.9,224.17339091267385
34.95,134.43099594532885
35.0,152.46702115411946
35.05,92.62868896209932
35.1,93.68478806397266
35.15,203.60721858446144
35.2,190.6933218276641
35.25,152.79727846178798
35.3,106.89608998883004
35.35,132.93300772216074
35.4,243.92554104919077
35.45,280.97437167854406
35.5,193.0759104569332
35.55,141.149517144034
35.6,246.17711254647293
35.65,245.23462183211043
35.7,217.29288716709465
35.75,253.341522612398
35.8,102.39852482041016
35.85,84.44336462852493
35.9,186.48613994750923
35.95,108.52909088134766
36.0,142.57115173339844
36.05,194.6132049560547
36.1,123.65525817871094
36.15,165.6973114013672
36.2,228.7393798828125
36.25,173.78143310546875
36.3,120.823486328125
36.35,155.86553955078125
36.4,233.9075927734375
36.45,232.94964599609372
36.5,139.99171447753906
36.55,176.0337677001953
36.6,174.07582092285156
36.65,114.1178741455078
36.7,234.15994262695312
36.75,208.20199584960935
36.8,96.24404907226562
36.85,129.28610229492188
36.9,157.32815551757812
36.95,164.37020874023438
37.0,165.41226196289062
37.05,169.45433044433594
37.1,102.4963836669922
37.15,56.53843688964844
37.2,165.5804901123047
37.25,199.62255859375
37.3,144.66461181640625
37.35,182.7066650390625
37.4,126.74871826171876
37.45,97.790771484375
37.5,226.83282470703125
37.55,188.8748779296875
37.6,142.9169464111328
37.65,205.95899963378903
37.7,187.0010528564453
37.75,174.04310607910156
37.8,157.08517456054688
37.85,134.12722778320312
37.9,113.16928100585938
37.95,139.21133422851562
38.0,161.25338745117188
38.05,38.295448303222656
38.1,46.337501525878906
38.15,86.37956237792969
38.2,107.42161560058594
38.25,259.46368408203125
38.3,216.5057373046875
38.35,138.54779052734375
38.4,147.58984375
38.45,171.63189697265625
38.5,221.6739501953125
38.55,196.71600341796875
38.6,214.758056640625
38.65,172.8001251220703
38.7,137.84217834472656
38.75,197.8842315673828
38.8,168.92628479003906
38.85,127.96834564208984
38.9,150.01040649414062
38.95,188.05245971679688
39.0,149.09451293945312
39.05,131.13656616210938
39.1,182.1786193847656
39.15,166.22068786621094
39.2,152.2627410888672
39.25,189.30479431152344
39.3,187.3468475341797
39.35,127.38890838623048
39.4,181.43096923828125
39.45,213.4730224609375
39.5,160.51507568359375
39.55,308.55712890625
39.6,297.59918212890625
39.65,74.64124298095703
39.7,119.6833038330078
39.75,173.72535705566406
39.8,111.76741027832033
39.85,173.80946350097656
39.9,234.85153198242188
39.95,181.89358520507807
40.0,103.93563842773438
40.05,152.97769165039062
40.1,170.01974487304688
40.15,71.06180572509766
40.2,168.10386657714844
40.25,218.1459197998047
40.3,92.18797302246094
40.35,182.2300262451172
40.4,233.2720947265625
40.45,129.31414794921875
40.5,219.356201171875
40.55,258.39825439453125
40.6,152.4403076171875
40.65,185.48236083984372
40.7,232.5244140625
40.75,197.5664825439453
40.8,204.6085357666016
40.85,251.6505889892578
40.9,167.69265747070312
40.95,70.73470306396484
41.0,202.7767639160156
41.05,229.81881713867188
41.1,111.86087036132812
41.15,153.90292358398438
41.2,193.94497680664065
41.25,204.98703002929688
41.3,252.0290985107422
41.35,222.07115173339844
41.4,147.1132049560547
41.45,157.1552734375
41.5,247.19732666015625
41.55,234.2393798828125
41.6,208.28143310546875
41.65,253.323486328125
41.7,186.36553955078125
41.75,137.40760803222656
41.8,195.4496612548828
41.85,207.49171447753903
41.9,124.53376770019533
41.95,133.57582092285156
42.0,226.61788940429688
42.05,169.65994262695312
42.1,180.70199584960935
42.15,239.7440490722656
42.2,161.78610229492188
42.25,155.82815551757812
42.3,199.8702087402344
42.35,161.9122772216797
42.4,154.95433044433594
42.45,249.99639892578125
42.5,253.0384521484375
42.55,177.08050537109375
42.6,212.12255859375
42.65,239.16461181640625
42.7,164.2066650390625
42.75,185.24871826171875
42.8,243.290771484375
42.85,156.3328399658203
42.9,117.37489318847656
42.95,192.4169464111328
43.0,190.45901489257807
43.05,150.50106811523438
43.1,205.54312133789065
43.15,166.58517456054688
43.2,133.62722778320312
43.25,241.66928100585935
43.3,187.7113342285156
43.35,143.75340270996094
43.4,200.7954559326172
43.45,240.83750915527344
43.5,227.87957763671875
43.55,176.921630859375
43.6,285.96368408203125
43.65,216.0057373046875
43.7,93.04779052734376
43.75,243.08984375
43.8,214.13189697265625
43.85,170.17396545410156
43.9,233.2160186767578
43.95,158.25807189941406
44.0,176.3001251220703
44.05,216.3421936035156
44.1,183.38424682617188
44.15,186.42630004882807
44.2,139.46835327148438
44.25,189.51040649414065
44.3,240.55245971679688
44.35,171.59451293945312
44.4,209.63658142089844
44.45,155.6786346435547
44.5,176.72068786621094
44.55,364.76275634765625
44.6,261.8048095703125
44.65,178.84686279296875
44.7,213.888916015625
44.75,124.93096923828124
44.8,156.9730224609375
44.85,342.0150756835937
44.9,349.05712890625
44.95,143.0991973876953
45.0,115.14125061035156
45.05,212.1833038330078
45.1,174.22537231445312
45.15,142.26742553710938
45.2,184.3094787597656
45.25,125.35153198242188
45.3,127.39358520507812
45.35,303.4356384277344
45.4,248.47769165039065
45.45,118.51976013183594
45.5,133.5618133544922
45.55,166.60386657714844
45.6,235.64593505859372
45.65,209.68798828125
45.7,119.73003387451172
45.75,30.7720947265625
45.8,93.81414794921876
45.85,288.856201171875
45.9,194.89825439453125
45.95,45.94031524658203
46.0,78.98237609863281
46.05,134.02442932128906
46.1,236.0664978027344
46.15,239.10855102539065
46.2,84.15060424804688
46.25,-38.80734252929688
46.3,74.23471069335938
46.35,228.2767639160156
46.4,108.3188247680664
46.45,62.360877990722656
46.5,138.40293884277344
46.55,89.44499206542969
46.6,199.48704528808597
46.65,248.52911376953125
46.7,80.57115936279297
46.75,98.61322021484376
46.8,137.6552734375
46.85,113.69732666015624
46.9,114.73938751220705
46.95,47.78144073486328
47.0,23.82349395751953
47.05,78.86555480957031
47.1,178.90760803222656
47.15,184.9496612548828
47.2,46.9917221069336
47.25,35.033775329589844
47.3,95.07583618164062
47.35,75.11788940429688
47.4,141.15994262695312
47.45,152.20199584960938
47.5,71.24405670166016
47.55,71.28611755371094
47.6,115.3281707763672
47.65,124.37022399902344
47.7,29.41228485107422
47.75,94.45433807373048
47.8,151.49639892578125
47.85,-19.4615478515625
47.9,64.58050537109375
47.95,137.62255859375
48.0,-69.33537292480469
48.05,28.70667266845703
48.1,138.7487335205078
48.15,-90.20921325683594
48.2,42.83284759521485
48.25,89.8749008178711
48.3,-115.08303833007812
48.35,139.95901489257812
48.4,176.00106811523438
48.45,70.04312133789062
48.5,119.0851821899414
48.55,21.127235412597656
48.6,47.16929626464844
48.65,54.21134948730469
48.7,94.25340270996094
48.75,54.29546356201172
48.8,-77.6624755859375
48.85,56.37957763671875
48.9,55.421630859375
48.95,27.46368408203125
49.0,142.5057373046875
49.05,125.54779815673828
49.1,69.58985900878906
49.15,2.6319122314453125
49.2,-28.32603454589844
49.25,-20.283981323242188
49.3,85.7580795288086
49.35,244.80014038085935
49.4,130.84219360351562
49.45,-34.115753173828125
49.5,24.926307678222656
49.55,62.968360900878906
49.6,104.01041412353516
49.65,171.05247497558594
49.7,59.09452819824219
49.75,19.13658142089844
49.8,125.17864227294922
49.85,116.22069549560548
49.9,73.26275634765625
49.95,69.3048095703125
50.0,43.34686279296875
50.05,78.388916015625
50.1,166.43096923828125
50.15,55.47303009033203
50.2,-56.48490905761719
50.25,80.55714416503906
50.3,144.5991973876953
50.35,93.6412582397461
50.4,147.68331909179688
50.45,142.72537231445312
50.5,56.767425537109375
50.55,196.8094787597656
50.6,285.8515319824219
50.65,171.8936004638672
50.7,93.93565368652344
50.75,6.977706909179688
50.8,97.01976013183594
50.85,159.06182861328125
50.9,103.10387420654295
50.95,110.14593505859376
51.0,19.18798828125
51.05,90.23004150390624
51.1,156.2720947265625
51.15,101.31415557861328
51.2,142.35621643066406
51.25,67.39826965332031
51.3,93.44032287597656
51.35,222.48239135742188
51.4,193.52444458007807
51.45,133.56649780273438
51.5,98.60855102539062
51.55,118.65060424804688
51.6,215.69265747070312
51.65,203.73471069335935
51.7,25.77677154541016
51.75,-3.1811676025390625
51.8,121.8608856201172
51.85,224.90293884277344
51.9,278.94500732421875
51.95,148.987060546875
52.0,-51.97088623046875
52.05,-18.9288330078125
52.1,185.11322021484372
52.15,208.1552734375
52.2,173.19732666015625
52.25,53.23939514160156
52.3,-63.71855163574219
52.35,166.32350158691406
52.4,225.36557006835935
52.45,167.40762329101562
52.5,139.44967651367188
52.55,31.491729736328125
52.6,151.53378295898438
52.65,240.57583618164065
52.7,158.61788940429688
52.75,34.659950256347656
52.8,107.70201110839844
52.85,235.7440643310547
52.9,124.78612518310548
52.95,109.82817840576172
53.0,78.8702392578125
53.05,35.91229248046875
53.1,99.954345703125
53.15,234.99639892578125
53.2,269.0384521484375
53.25,3.080513000488281
53.3,53.12257385253906
53.35,140.1646270751953
53.4,167.20668029785156
53.45,375.2487182617188
53.5,157.29080200195312
53.55,57.33284759521485
53.6,185.3749084472656
53.65,210.41696166992188
53.7,279.4590148925781
53.75,154.50106811523438
53.8,-14.456863403320312
53.85,8.585189819335938
53.9,230.6272430419922
53.95,286.6693115234375
54.0,120.71135711669922
54.05,72.75341796875
54.1,121.79547119140624
54.15,252.8375244140625
54.2,252.87957763671875
54.25,118.92163848876952
54.3,41.96369171142578
54.35,79.00575256347656
54.4,250.0478057861328
54.45,293.08984375
54.5,169.1319122314453
54.55,122.1739730834961
54.6,178.21603393554688
54.65,178.25808715820312
54.7,236.30014038085935
54.75,267.3421936035156
54.8,81.3842544555664
54.85,124.42630767822266
54.9,204.46836853027344
54.95,85.51042175292969
55.0,184.55247497558597
55.05,208.59454345703125
55.1,93.63658905029295
55.15,150.67864990234375
55.2,180.720703125
55.25,139.76275634765625
55.3,186.8048095703125
55.35,234.84686279296875
55.4,171.88893127441406
55.45,143.9309844970703
55.5,209.97303771972656
55.55,158.01510620117188
55.6,141.05715942382812
55.65,267.0992126464844
55.7,167.14126586914062
55.75,91.18331909179688
55.8,204.22537231445312
55.85,155.26742553710938
55.9,72.30949401855469
55.95,114.35154724121094
56.0,225.3936004638672
56.05,126.43566131591795
56.1,76.47771453857422
56.15,199.519775390625
56.2,64.56182861328125
56.25,55.6038818359375
56.3,196.64593505859372
56.35,194.68798828125
56.4,127.73004913330078
56.45,114.77210998535156
56.5,165.8141632080078
56.55,92.85621643066406
56.6,129.8982696533203
56.65,196.9403381347656
56.7,128.98239135742188
56.75,124.02444458007812
56.8,127.06649780273438
56.85,101.10855865478516
56.9,142.15060424804688
56.95,219.19265747070312
57.0,35.23472595214844
57.05,-29.723220825195312
57.1,231.31884765625
57.15,141.36090087890625
57.2,93.4029541015625
57.25,206.44500732421875
57.3,18.487060546875
57.35,93.52911376953124
57.4,269.5711669921875
57.45,164.6132354736328
57.5,101.65528869628906
57.55,118.69734191894533
57.6,230.7393951416016
57.65,177.78146362304688
57.7,88.8235092163086
57.75,212.86557006835935
57.8,94.90762329101562
57.85,56.94967651367188
57.9,264.9917297363281
57.95,162.03378295898438
58.0,13.075851440429688
